"id","standortnr","artbot","min_alter","max_alter","clifton_park_min","clifton_park_max","baumsicht_min","baumsicht_max","sondengaenger_min","sondengaenger_max","zier_h_2000_min","zier_h_2000_max","baumportal_min","baumportal_max","mitchell_min","mitchell_max","kappel_mattheck_min","kappel_mattheck_max","lat","lng","kronendurchmesser","baumhoehe"
"221_21","21","Quercus rubra","10","15","32","47",NULL,NULL,NULL,NULL,NULL,NULL,"48","72","10","15",NULL,NULL,"52.37049","13.01177","2-4","15-20"
"373_40","40","Sorbus aria","16","32",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"17","35","16","32",NULL,NULL,"52.36829","13.14293","2-4","2-5"
"373_41","41","Sorbus aria","16","32",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"17","35","16","32",NULL,NULL,"52.36831","13.14297","<2","2-5"
"373_21","21","Acer campestre","16","32",NULL,NULL,NULL,NULL,"18","37",NULL,NULL,"19","39","16","32",NULL,NULL,"52.36851","13.14418","2-4","5-10"
"373_6","6","Sorbus aria","16","32",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"17","35","16","32",NULL,NULL,"52.36879","13.14378","2-4","2-5"
"248_82","82","Acer platanoides",NULL,"11",NULL,"17",NULL,"11",NULL,"18",NULL,"11",NULL,NULL,NULL,"12",NULL,NULL,"52.38144","13.04746","2-4","<2"
"248_83","83","Ulmus spec.","37","55",NULL,NULL,NULL,NULL,"37","55",NULL,NULL,"39","59",NULL,NULL,NULL,NULL,"52.38143","13.04748","4-6","10-15"
"221_26","26","Quercus rubra","10","15","32","47",NULL,NULL,NULL,NULL,NULL,NULL,"48","72","10","15",NULL,NULL,"52.3706","13.01159","2-4","10-15"
"221_A0DV4D3","A0DV4D3","Quercus robur","88","100",NULL,NULL,"100","114","169","193","100","114","169","193","88","100","110","126","52.35904","13.00642","10-12","15-20"
"221_27","27","Robinia pseudoacacia","21","31",NULL,NULL,"21","31","32","47","21","31","29","43",NULL,NULL,NULL,NULL,"52.37061","13.01162","2-4","15-20"
"221_28","28","Quercus rubra","10","15","32","47",NULL,NULL,NULL,NULL,NULL,NULL,"48","72","10","15",NULL,NULL,"52.37062","13.01158","4-6","10-15"
"221_29","29","Quercus rubra","10","15","32","47",NULL,NULL,NULL,NULL,NULL,NULL,"48","72","10","15",NULL,NULL,"52.37069","13.01142","2-4","15-20"
"244_102","102","Quercus robur","12","25",NULL,NULL,"14","29","24","48","14","29","24","48","12","25","16","32","52.36076","13.09189","4-6","5-10"
"244_103","103","Quercus robur","12","25",NULL,NULL,"14","29","24","48","14","29","24","48","12","25","16","32","52.36072","13.09176","4-6","2-5"
"244_126","126","Pinus sylvestris","12","25","13","27","12","25","22","45",NULL,NULL,"16","33","16","32","19","39","52.36069","13.09163","2-4","20-25"
"221_6KVHUD1","6KVHUD1","Acer platanoides","43","54","70","87","43","54","74","92","43","54",NULL,NULL,"50","63",NULL,NULL,"52.35912","13.005","4-6","15-20"
"248_140","140","Acer platanoides","43","54","70","87","43","54","74","92","43","54",NULL,NULL,"50","63",NULL,NULL,"52.38046","13.04609","8-10","15-20"
"192_35","35","Quercus robur","12","25",NULL,NULL,"14","29","24","48","14","29","24","48","12","25","16","32","52.37425","13.01291","2-4","5-10"
"66_8","8","Quercus robur","50","63",NULL,NULL,"57","71","97","121","57","71","97","121","50","63","63","78","52.37228","13.01469","14-16","10-15"
"66_9","9","Quercus robur","25","38",NULL,NULL,"29","43","48","72","29","43","48","72","25","38","32","47","52.37226","13.01462","2-4","10-15"
"66_10","10","Quercus robur","75","88",NULL,NULL,"85","100","145","169","85","100","145","169","75","88","94","110","52.37225","13.01465","12-14","15-20"
"222_159","159","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.36488","13.13858","6-8","10-15"
"283_66","66","Alnus spec.","25","38",NULL,NULL,NULL,NULL,"32","47",NULL,NULL,"29","43","25","38",NULL,NULL,"52.42959","13.09352","4-6","15-20"
"221_LAM22LN","LAM22LN","Quercus robur","63","75",NULL,NULL,"71","85","121","145","71","85","121","145","63","75","78","94","52.35878","13.00528","8-10","5-10"
"221_NY0A2HW","NY0A2HW","Robinia pseudoacacia","52","63",NULL,NULL,"52","63","78","94","52","63","71","85",NULL,NULL,NULL,NULL,"52.3586","13.00598","6-8","10-15"
"167_21","21","Fraxinus excelsior","28","37",NULL,NULL,"28","37","47","63","28","37","49","66","38","50",NULL,NULL,"52.42708","12.99099","4-6","5-10"
"195_1204","1204","Quercus robur","25","38",NULL,NULL,"29","43","48","72","29","43","48","72","25","38","32","47","52.38286","13.04744","4-6","10-15"
"192_46","46","Tilia spec.","63","75",NULL,NULL,NULL,NULL,"121","145",NULL,NULL,"112","134","63","75",NULL,NULL,"52.37379","13.01351","8-10","15-20"
"66_72","72","Quercus robur","100","113",NULL,NULL,"114","129","193","218","114","129","193","218","100","113","126","142","52.37242","13.01507","12-14","15-20"
"66_73","73","Robinia pseudoacacia","31","42",NULL,NULL,"31","42","47","63","31","42","43","57",NULL,NULL,NULL,NULL,"52.37241","13.01514","6-8","10-15"
"66_74","74","Alnus spec.","63","75",NULL,NULL,NULL,NULL,"78","94",NULL,NULL,"71","85","63","75",NULL,NULL,"52.37241","13.01517","8-10","15-20"
"14_19","19","Robinia pseudoacacia","42","52",NULL,NULL,"42","52","63","78","42","52","57","71",NULL,NULL,NULL,NULL,"52.37547","13.00898","10-12","10-15"
"14_53","53","Quercus robur","25","38",NULL,NULL,"29","43","48","72","29","43","48","72","25","38","32","47","52.37551","13.00938","6-8","15-20"
"66_47","47","Quercus robur","63","75",NULL,NULL,"71","85","121","145","71","85","121","145","63","75","78","94","52.37207","13.01494","8-10","15-20"
"14_99","99","Quercus robur","12","25",NULL,NULL,"14","29","24","48","14","29","24","48","12","25","16","32","52.3744","13.00878","<2","5-10"
"14_25","25","Robinia pseudoacacia","31","42",NULL,NULL,"31","42","47","63","31","42","43","57",NULL,NULL,NULL,NULL,"52.37549","13.00908","4-6","15-20"
"215_32","32","Prunus avium","39","52",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"39","52","47","63",NULL,NULL,"52.4224","13.00388","4-6","<2"
"215_33","33","Prunus avium","92","105",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"92","105","110","126",NULL,NULL,"52.42247","13.00394","12-14","5-10"
"215_35","35","Betula pendula 'Tristis'","24","36","39","59","24","36",NULL,NULL,"24","36","24","36","25","38",NULL,NULL,"52.42235","13.00411","6-8","10-15"
"215_36","36","Betula pendula 'Tristis'","24","36","39","59","24","36",NULL,NULL,"24","36","24","36","25","38",NULL,NULL,"52.42234","13.00414","6-8","10-15"
"215_37","37","Acer pseudoplatanus","43","54","70","87","43","54","74","92","43","54",NULL,NULL,"50","63",NULL,NULL,"52.42233","13.00418","10-12","10-15"
"185_201--6908","201--6908","Quercus robur","12","25",NULL,NULL,"14","29","24","48","14","29","24","48","12","25","16","32","52.42045","13.03623","<2","2-5"
"192_11","11","Quercus robur","25","38",NULL,NULL,"29","43","48","72","29","43","48","72","25","38","32","47","52.37396","13.01284","2-4","5-10"
"14_29","29","Robinia pseudoacacia","31","42",NULL,NULL,"31","42","47","63","31","42","43","57",NULL,NULL,NULL,NULL,"52.37554","13.00919","4-6","15-20"
"14_30","30","Robinia pseudoacacia","42","52",NULL,NULL,"42","52","63","78","42","52","57","71",NULL,NULL,NULL,NULL,"52.37557","13.00912","4-6","15-20"
"14_48","48","Quercus robur","38","50",NULL,NULL,"43","57","72","97","43","57","72","97","38","50","47","63","52.37557","13.00929","6-8","15-20"
"14_49","49","Acer platanoides","32","43","52","70","32","43","55","74","32","43",NULL,NULL,"38","50",NULL,NULL,"52.37558","13.00931","4-6","15-20"
"14_50","50","Fagus sylvatica","50","63","63","78","66","83","74","92","66","83","74","92","50","63","66","83","52.3756","13.00934","6-8","15-20"
"221_45","45","Quercus rubra","10","15","32","47",NULL,NULL,NULL,NULL,NULL,NULL,"48","72","10","15",NULL,NULL,"52.37066","13.01178","2-4","15-20"
"413_47","47","Quercus robur","38","50",NULL,NULL,"43","57","72","97","43","57","72","97","38","50","47","63","52.40006","12.9791","8-10","15-20"
"185_3KAAP3D","3KAAP3D","Robinia pseudoacacia","31","42",NULL,NULL,"31","42","47","63","31","42","43","57",NULL,NULL,NULL,NULL,"52.42098","13.03626","4-6","15-20"
"179_99","99","Robinia pseudoacacia","31","42",NULL,NULL,"31","42","47","63","31","42","43","57",NULL,NULL,NULL,NULL,"52.41202","13.0454","6-8","10-15"
"413_97","97","Fraxinus excelsior","55","65",NULL,NULL,"55","65","94","110","55","65","99","116","75","88",NULL,NULL,"52.40084","12.97713","14-16","15-20"
"179_100","100","Robinia pseudoacacia","21","31",NULL,NULL,"21","31","32","47","21","31","29","43",NULL,NULL,NULL,NULL,"52.41203","13.04536","6-8","10-15"
"179_101","101","Robinia pseudoacacia","31","42",NULL,NULL,"31","42","47","63","31","42","43","57",NULL,NULL,NULL,NULL,"52.41199","13.04533","6-8","10-15"
"820_1225","1225","Robinia pseudoacacia","21","31",NULL,NULL,"21","31","32","47","21","31","29","43",NULL,NULL,NULL,NULL,"52.37559","13.09051","4-6","15-20"
"820_1227","1227","Aesculus hippocastanum","37","46","126","157","37","46","90","112","37","46","74","92","63","78",NULL,NULL,"52.37567","13.09072","6-8","10-15"
"192_7","7","Robinia pseudoacacia","21","31",NULL,NULL,"21","31","32","47","21","31","29","43",NULL,NULL,NULL,NULL,"52.37378","13.01274","8-10","10-15"
"221_0CGA0CM","0CGA0CM","Quercus robur","88","100",NULL,NULL,"100","114","169","193","100","114","169","193","88","100","110","126","52.36076","13.00584","12-14","20-25"
"221_0PV8CN1","0PV8CN1","Quercus rubra","10","15","32","47",NULL,NULL,NULL,NULL,NULL,NULL,"48","72","10","15",NULL,NULL,"52.36003","13.00634","4-6","15-20"
"221_0WA9ANC","0WA9ANC","Robinia pseudoacacia","73","84",NULL,NULL,"73","84","110","126","73","84","100","114",NULL,NULL,NULL,NULL,"52.35993","13.00589","16-18","15-20"
"179_103","103","Robinia pseudoacacia","63","73",NULL,NULL,"63","73","94","110","63","73","85","100",NULL,NULL,NULL,NULL,"52.41203","13.0453","12-14","10-15"
"413_62","62","Fraxinus excelsior","55","65",NULL,NULL,"55","65","94","110","55","65","99","116","75","88",NULL,NULL,"52.3999","12.98034","10-12","10-15"
"799_20409_flur9_297","20409_flur9_297","Taxus baccata","45","67",NULL,NULL,"52","78","45","67",NULL,NULL,"90","134","63","94",NULL,NULL,"52.37876","13.08694","4-6","5-10"
"14_5","5","Robinia pseudoacacia","52","63",NULL,NULL,"52","63","78","94","52","63","71","85",NULL,NULL,NULL,NULL,"52.37563","13.00911","6-8","15-20"
"14_6","6","Ulmus spec.","74","92",NULL,NULL,NULL,NULL,"74","92",NULL,NULL,"79","98",NULL,NULL,NULL,NULL,"52.37562","13.00911","6-8","10-15"
"221_3A0C6YM","3A0C6YM","Quercus robur","75","88",NULL,NULL,"85","100","145","169","85","100","145","169","75","88","94","110","52.3608","13.00645","10-12","15-20"
"244_17773","17773","Betula pendula","12","24","19","39","12","24",NULL,NULL,"12","24","12","24","12","25",NULL,NULL,"52.3615","13.09234","4-6","10-15"
"121_E9K89A4","E9K89A4","Betula pendula","520","532","844","864","520","532",NULL,NULL,"520","532","520","532","540","553",NULL,NULL,"52.45829","13.09787","8-10","20-25"
"86_44","44","Acer platanoides",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.38535","13.14016","unbekannt","15-20"
"86_70","70","Quercus rubra",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.38537","13.13989","unbekannt","20-25"
"86_88","88","Betula pendula",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.38528","13.13984","unbekannt","20-25"
"86_89","89","Quercus robur",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.38527","13.13984","unbekannt","10-15"
"86_90","90","Acer platanoides",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.38529","13.13989","unbekannt","10-15"
"86_91","91","Acer platanoides",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.3853","13.13992","unbekannt","10-15"
"192_24","24","Quercus robur","63","75",NULL,NULL,"71","85","121","145","71","85","121","145","63","75","78","94","52.37396","13.01255","12-14","15-20"
"192_25","25","Acer platanoides","22","32","35","52","22","32","37","55","22","32",NULL,NULL,"25","38",NULL,NULL,"52.37405","13.01252","6-8","5-10"
"66_71","71","Ulmus spec.","92","111",NULL,NULL,NULL,NULL,"92","111",NULL,NULL,"98","118",NULL,NULL,NULL,NULL,"52.37236","13.01506","8-10","20-25"
"111_9","9","Picea abies","57","67","118","138","59","69","94","110",NULL,NULL,"57","67","94","110","75","88","52.45015","12.97975","6-8","10-15"
"111_20","20","Quercus robur","75","88",NULL,NULL,"85","100","145","169","85","100","145","169","75","88","94","110","52.45048","12.97945","10-12","15-20"
"111_21","21","Acer platanoides","87","98","139","157","87","98","148","166","87","98",NULL,NULL,"100","113",NULL,NULL,"52.45051","12.9795","12-14","15-20"
"111_39","39","Alnus spec.","25","38",NULL,NULL,NULL,NULL,"32","47",NULL,NULL,"29","43","25","38",NULL,NULL,"52.45033","12.97763","2-4","5-10"
"111_29663","29663","Tilia spec.","50","63",NULL,NULL,NULL,NULL,"97","121",NULL,NULL,"90","112","50","63",NULL,NULL,"52.45115","12.97572","6-8","10-15"
"413_210","210","Robinia pseudoacacia","42","52",NULL,NULL,"42","52","63","78","42","52","57","71",NULL,NULL,NULL,NULL,"52.39977","12.97533","6-8","10-15"
"413_272","272","Robinia pseudoacacia","42","52",NULL,NULL,"42","52","63","78","42","52","57","71",NULL,NULL,NULL,NULL,"52.39893","12.97801","10-12","10-15"
"122_9LFA72F","9LFA72F","Quercus robur","88","100",NULL,NULL,"100","114","169","193","100","114","169","193","88","100","110","126","52.47665","13.02125","10-12","15-20"
"111_43","43","Picea pungens 'Glauca'","45","60","52","70","45","60",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.45079","12.97786","4-6","5-10"
"352_YGNHAKA","YGNHAKA","Acer platanoides","32","43","52","70","32","43","55","74","32","43",NULL,NULL,"38","50",NULL,NULL,"52.44816","12.98014","6-8","10-15"
"185_3N71LMG","3N71LMG","Quercus robur","25","38",NULL,NULL,"29","43","48","72","29","43","48","72","25","38","32","47","52.42064","13.03576","4-6","5-10"
"7_19845","19845","Fagus sylvatica","38","50","47","63","49","66","55","74","49","66","55","74","38","50","49","66","52.40603","12.9996","6-8","15-20"
"86_22","22","Acer platanoides",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.3855","13.1403","unbekannt","5-10"
"827_0103","0103","Robinia pseudoacacia","21","31",NULL,NULL,"21","31","32","47","21","31","29","43",NULL,NULL,NULL,NULL,"52.38279","13.09094","4-6","10-15"
"221_KNEA0PA","KNEA0PA","Quercus rubra","5","10","16","32",NULL,NULL,NULL,NULL,NULL,NULL,"24","48","5","10",NULL,NULL,"52.36004","13.00639","2-4","15-20"
"7_19846","19846","Ulmus spec.","37","55",NULL,NULL,NULL,NULL,"37","55",NULL,NULL,"39","59",NULL,NULL,NULL,NULL,"52.40602","12.99953","2-4","10-15"
"111_29647","29647","Larix decidua","10","20",NULL,NULL,"10","20","16","32",NULL,NULL,"16","32","12","25",NULL,NULL,"52.45046","12.97712","2-4","10-15"
"111_29648","29648","Picea abies","38","48","79","98","39","49","63","78",NULL,NULL,"38","48","63","78","50","63","52.45053","12.97703","4-6","10-15"
"352_1DKAVK0","1DKAVK0","Fraxinus excelsior","9","19",NULL,NULL,"9","19","16","32","9","19","16","33","12","25",NULL,NULL,"52.44864","12.97982","unbekannt","10-15"
"457_10653","10653","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.36357","13.10208","4-6","20-25"
"352_9SAGMAK","9SAGMAK","Acer platanoides","11","22","17","35","11","22","18","37","11","22",NULL,NULL,"12","25",NULL,NULL,"52.44875","12.97576","unbekannt","5-10"
"111_62","62","Pseudotsuga menziesii","20","25","79","98","33","41",NULL,NULL,NULL,NULL,"26","32","20","25",NULL,NULL,"52.45045","12.98161","4-6","10-15"
"7_19839","19839","Acer platanoides","22","32","35","52","22","32","37","55","22","32",NULL,NULL,"25","38",NULL,NULL,"52.40613","12.99962","4-6","15-20"
"7_19840","19840","Robinia pseudoacacia","31","42",NULL,NULL,"31","42","47","63","31","42","43","57",NULL,NULL,NULL,NULL,"52.40614","12.99958","6-8","15-20"
"308_353","353","Quercus robur","12","25",NULL,NULL,"14","29","24","48","14","29","24","48","12","25","16","32","52.38432","13.13918","4-6","5-10"
"308_354","354","Quercus robur","25","38",NULL,NULL,"29","43","48","72","29","43","48","72","25","38","32","47","52.3843","13.13917","8-10","15-20"
"221_PA85A5N","PA85A5N","Quercus rubra","10","15","32","47",NULL,NULL,NULL,NULL,NULL,NULL,"48","72","10","15",NULL,NULL,"52.36044","13.00686","4-6","20-25"
"352_AEM3VT7","AEM3VT7","Acer platanoides","43","54","70","87","43","54","74","92","43","54",NULL,NULL,"50","63",NULL,NULL,"52.4482","12.97971","unbekannt","10-15"
"352_AESAYT0","AESAYT0","Acer platanoides","11","22","17","35","11","22","18","37","11","22",NULL,NULL,"12","25",NULL,NULL,"52.44811","12.98036","2-4","5-10"
"221_R9TQSD5","R9TQSD5","Quercus rubra","10","15","32","47",NULL,NULL,NULL,NULL,NULL,NULL,"48","72","10","15",NULL,NULL,"52.36038","13.00615","4-6","15-20"
"221_RAUR1C9","RAUR1C9","Quercus rubra","10","15","32","47",NULL,NULL,NULL,NULL,NULL,NULL,"48","72","10","15",NULL,NULL,"52.36021","13.00663","4-6","15-20"
"352_AH9AFSM","AH9AFSM","Acer platanoides","65","76","104","122","65","76","111","129","65","76",NULL,NULL,"75","88",NULL,NULL,"52.44953","12.9775","6-8","15-20"
"457_10829","10829","Quercus robur","50","63",NULL,NULL,"57","71","97","121","57","71","97","121","50","63","63","78","52.36385","13.10314","6-8","15-20"
"352_AHNLLN7","AHNLLN7","Acer platanoides","32","43","52","70","32","43","55","74","32","43",NULL,NULL,"38","50",NULL,NULL,"52.44907","12.979","unbekannt","10-15"
"17_A9ASC3Y","A9ASC3Y","Acer platanoides","43","54","70","87","43","54","74","92","43","54",NULL,NULL,"50","63",NULL,NULL,"52.41148","12.99894","6-8","15-20"
"17_E05EU84","E05EU84","Acer platanoides","22","32","35","52","22","32","37","55","22","32",NULL,NULL,"25","38",NULL,NULL,"52.40946","12.99856","6-8","15-20"
"308_39","39","Acer platanoides","22","32","35","52","22","32","37","55","22","32",NULL,NULL,"25","38",NULL,NULL,"52.38475","13.13766","2-4","10-15"
"308_40","40","Acer platanoides","11","22","17","35","11","22","18","37","11","22",NULL,NULL,"12","25",NULL,NULL,"52.3848","13.13768","2-4","10-15"
"221_TALAAEG","TALAAEG","Quercus rubra","20","25","63","78",NULL,NULL,NULL,NULL,NULL,NULL,"97","121","20","25",NULL,NULL,"52.35997","13.0067","8-10","20-25"
"352_AKQANMP","AKQANMP","Acer platanoides","32","43","52","70","32","43","55","74","32","43",NULL,NULL,"38","50",NULL,NULL,"52.44954","12.9773","4-6","10-15"
"352_AL2FA4C","AL2FA4C","Quercus spec.","63","75",NULL,NULL,NULL,NULL,"121","145",NULL,NULL,"121","145","63","75",NULL,NULL,"52.44949","12.97838","4-6","15-20"
"352_AL2RM25","AL2RM25","Fraxinus excelsior","9","19",NULL,NULL,"9","19","16","32","9","19","16","33","12","25",NULL,NULL,"52.44897","12.97915","2-4","5-10"
"352_ATHAAAA","ATHAAAA","Acer platanoides","22","32","35","52","22","32","37","55","22","32",NULL,NULL,"25","38",NULL,NULL,"52.44848","12.97581","unbekannt","10-15"
"17_QPF68GE","QPF68GE","Robinia pseudoacacia","21","31",NULL,NULL,"21","31","32","47","21","31","29","43",NULL,NULL,NULL,NULL,"52.40917","12.99957","2-4","10-15"
"17_0PZT3MY","0PZT3MY","Acer platanoides","22","32","35","52","22","32","37","55","22","32",NULL,NULL,"25","38",NULL,NULL,"52.40945","13.00068","6-8","15-20"
"992_309","309","Quercus robur","25","38",NULL,NULL,"29","43","48","72","29","43","48","72","25","38","32","47","52.38524","13.13839","4-6","20-25"
"308_342","342","Acer platanoides","11","22","17","35","11","22","18","37","11","22",NULL,NULL,"12","25",NULL,NULL,"52.38438","13.13866","4-6","10-15"
"841_17967","17967","Robinia pseudoacacia","42","52",NULL,NULL,"42","52","63","78","42","52","57","71",NULL,NULL,NULL,NULL,"52.37891","13.10485","6-8","5-10"
"352_FA462PK","FA462PK","Acer platanoides","22","32","35","52","22","32","37","55","22","32",NULL,NULL,"25","38",NULL,NULL,"52.44817","12.97891","4-6","10-15"
"352_GL8L0RK","GL8L0RK","Fraxinus excelsior","19","28",NULL,NULL,"19","28","32","47","19","28","33","49","25","38",NULL,NULL,"52.44947","12.97825","2-4","5-10"
"221_AX1HHFA","AX1HHFA","Quercus rubra","15","20","47","63",NULL,NULL,NULL,NULL,NULL,NULL,"72","97","15","20",NULL,NULL,"52.35998","13.0067","4-6","20-25"
"221_DG2AFAH","DG2AFAH","Quercus robur","25","38",NULL,NULL,"29","43","48","72","29","43","48","72","25","38","32","47","52.36171","13.00709","6-8","20-25"
