"id","standortnr","artbot","min_alter","max_alter","clifton_park_min","clifton_park_max","baumsicht_min","baumsicht_max","sondengaenger_min","sondengaenger_max","zier_h_2000_min","zier_h_2000_max","baumportal_min","baumportal_max","mitchell_min","mitchell_max","kappel_mattheck_min","kappel_mattheck_max","lat","lng","kronendurchmesser","baumhoehe"
"127_29921","29921","Acer platanoides","32","43","52","70","32","43","55","74","32","43",NULL,NULL,"38","50",NULL,NULL,"52.45763","12.96082","8-10","15-20"
"292_167","167","Acer platanoides","11","22","17","35","11","22","18","37","11","22",NULL,NULL,"12","25",NULL,NULL,"52.37863","13.09795","2-4","5-10"
"24_44","44","Acer platanoides","32","43","52","70","32","43","55","74","32","43",NULL,NULL,"38","50",NULL,NULL,"52.47242","13.00531","6-8","10-15"
"297_164","164","Quercus spec.","25","38",NULL,NULL,NULL,NULL,"48","72",NULL,NULL,"48","72","25","38",NULL,NULL,"52.4666","13.10301","2-4","10-15"
"343_DAQGAE7","DAQGAE7","Robinia pseudoacacia","31","42",NULL,NULL,"31","42","47","63","31","42","43","57",NULL,NULL,NULL,NULL,"52.45876","12.96458","unbekannt","5-10"
"135_18443","18443","Picea abies","38","48","79","98","39","49","63","78",NULL,NULL,"38","48","63","78","50","63","52.44899","12.96338","4-6","15-20"
"297_134","134","Acer platanoides","22","32","35","52","22","32","37","55","22","32",NULL,NULL,"25","38",NULL,NULL,"52.4665","13.10265","<2","5-10"
"127_29552","29552","Salix alba","25","30",NULL,NULL,"58","70",NULL,NULL,"58","70","56","67","25","30",NULL,NULL,"52.45518","12.96156","6-8","15-20"
"140_372","372","Quercus robur",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47835","13.01089","unbekannt","20-25"
"352_434","434","Aesculus hippocastanum","65","74","220","251","65","74","157","179","65","74","129","148","110","126",NULL,NULL,"52.43981","13.01171","16-18","15-20"
"352_65","65","Malus domestica","52","65",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52","65","63","78",NULL,NULL,"52.44034","13.01459","6-8","5-10"
"392_HGKANAP","HGKANAP","Ulmus spec.","18","37",NULL,NULL,NULL,NULL,"18","37",NULL,NULL,"19","39",NULL,NULL,NULL,NULL,"52.38651","13.039","2-4","10-15"
"62_27","27","Quercus robur","75","88",NULL,NULL,"85","100","145","169","85","100","145","169","75","88","94","110","52.36855","13.10164","8-10","15-20"
"244_300","300","Quercus robur","25","38",NULL,NULL,"29","43","48","72","29","43","48","72","25","38","32","47","52.36241","13.09119","6-8","10-15"
"806_7324","7324","Aesculus hippocastanum","19","28","63","94","19","28","45","67","19","28","37","55","32","47",NULL,NULL,"52.37426","13.10659","4-6","5-10"
"140_177","177","Pinus sylvestris",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47805","13.00991","unbekannt","15-20"
"24_97","97","Quercus robur","12","25",NULL,NULL,"14","29","24","48","14","29","24","48","12","25","16","32","52.47181","13.00502","2-4","5-10"
"24_238","238","Robinia pseudoacacia","10","21",NULL,NULL,"10","21","16","32","10","21","14","29",NULL,NULL,NULL,NULL,"52.47136","13.0057","2-4","5-10"
"252_24492","24492","Quercus robur","63","75",NULL,NULL,"71","85","121","145","71","85","121","145","63","75","78","94","52.37665","13.14233","6-8","15-20"
"47_125","125","Betula pendula","60","72","98","118","60","72",NULL,NULL,"60","72","60","72","63","75",NULL,NULL,"52.36077","13.09005","6-8","10-15"
"316_153","153","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.46044","12.99851","4-6","10-15"
"316_102","102","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.46001","12.99843","4-6","10-15"
"127_3AXWXTN","3AXWXTN","Acer platanoides","22","32","35","52","22","32","37","55","22","32",NULL,NULL,"25","38",NULL,NULL,"52.45771","12.9609","8-10","15-20"
"352_64","64","Malus domestica","39","52",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"39","52","47","63",NULL,NULL,"52.44006","13.01469","4-6","5-10"
"140_380","380","Quercus robur",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47834","13.01094","unbekannt","15-20"
"140_199","199","Quercus robur",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.4782","13.00995","unbekannt","5-10"
"140_556","556","Fagus sylvatica",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47879","13.0116","unbekannt","5-10"
"291_KC9CH9P","KC9CH9P","Acer platanoides","22","32","35","52","22","32","37","55","22","32",NULL,NULL,"25","38",NULL,NULL,"52.45856","12.9625","4-6","10-15"
"24_2","2","Castanea sativa","25","38",NULL,NULL,NULL,NULL,"25","38",NULL,NULL,"32","47","25","38","26","39","52.47164","13.00409","4-6","5-10"
"24_298","298","Acer pseudoplatanus","54","65","87","104","54","65","92","111","54","65",NULL,NULL,"63","75",NULL,NULL,"52.47202","13.00332","8-10","10-15"
"24_63","63","Acer platanoides","32","43","52","70","32","43","55","74","32","43",NULL,NULL,"38","50",NULL,NULL,"52.47185","13.00616","6-8","10-15"
"127_1074","1074","Acer platanoides",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.45822","12.96052","unbekannt","10-15"
"977_77","77","Acer platanoides","32","43","52","70","32","43","55","74","32","43",NULL,NULL,"38","50",NULL,NULL,"52.37577","13.10111","4-6","10-15"
"292_15","15","Acer platanoides","11","22","17","35","11","22","18","37","11","22",NULL,NULL,"12","25",NULL,NULL,"52.37881","13.09538","4-6","2-5"
"352_124","124","Robinia pseudoacacia","52","63",NULL,NULL,"52","63","78","94","52","63","71","85",NULL,NULL,NULL,NULL,"52.43971","13.01432","10-12","15-20"
"291_THTF2LT","THTF2LT","Acer platanoides","32","43","52","70","32","43","55","74","32","43",NULL,NULL,"38","50",NULL,NULL,"52.45857","12.96269","6-8","15-20"
"316_154","154","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.46043","12.99849","4-6","15-20"
"127_705","705","Quercus robur",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.45383","12.96219","unbekannt","5-10"
"352_40","40","Prunus avium","13","26",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"13","26","16","32",NULL,NULL,"52.44037","13.01492","2-4","2-5"
"352_128","128","Acer platanoides","22","32","35","52","22","32","37","55","22","32",NULL,NULL,"25","38",NULL,NULL,"52.43972","13.01448","4-6","10-15"
"42_80","80","Acer platanoides","11","22","17","35","11","22","18","37","11","22",NULL,NULL,"12","25",NULL,NULL,"52.3686","13.09742","4-6","5-10"
"186_4","4","Pinus sylvestris","38","50","41","55","38","50","67","90",NULL,NULL,"49","66","47","63","59","79","52.36514","13.08831","4-6","15-20"
"310_126","126","Robinia pseudoacacia","10","21",NULL,NULL,"10","21","16","32","10","21","14","29",NULL,NULL,NULL,NULL,"52.36395","13.09957","2-4","5-10"
"140_433","433","Robinia pseudoacacia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47848","13.01116","unbekannt","15-20"
"24_128","128","Acer platanoides","11","22","17","35","11","22","18","37","11","22",NULL,NULL,"12","25",NULL,NULL,"52.4714","13.00516","4-6","10-15"
"809_81","81","Pinus sylvestris","50","63","55","68","50","63","90","112",NULL,NULL,"66","83","63","78","79","98","52.43816","13.03559","4-6","15-20"
"17_47--13806","47--13806","Acer platanoides",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.41365","12.9989","2-4","10-15"
"292_220","220","Acer platanoides","43","54","70","87","43","54","74","92","43","54",NULL,NULL,"50","63",NULL,NULL,"52.37806","13.09804","8-10","10-15"
"793_17564","17564","Acer pseudoplatanus","22","32","35","52","22","32","37","55","22","32",NULL,NULL,"25","38",NULL,NULL,"52.37853","13.12171","2-4","10-15"
"249_130","130","Pinus sylvestris","50","63","55","68","50","63","90","112",NULL,NULL,"66","83","63","78","79","98","52.37692","13.13915","6-8","20-25"
"433_D3KME6A","D3KME6A","Robinia pseudoacacia","10","21",NULL,NULL,"10","21","16","32","10","21","14","29",NULL,NULL,NULL,NULL,"52.47207","13.00907","2-4","5-10"
"195_03056","03056","Quercus robur","25","38",NULL,NULL,"29","43","48","72","29","43","48","72","25","38","32","47","52.38287","13.04738","4-6","10-15"
"809_29615","29615","Pinus sylvestris","38","50","41","55","38","50","67","90",NULL,NULL,"49","66","47","63","59","79","52.43777","13.03532","4-6","15-20"
"809_100","100","Quercus robur","25","38",NULL,NULL,"29","43","48","72","29","43","48","72","25","38","32","47","52.43796","13.03589","4-6","15-20"
"977_138","138","Populus nigra","25","30","39","47",NULL,NULL,"78","94",NULL,NULL,"71","85","25","30","28","33","52.3756","13.10062","8-10","20-25"
"140_305","305","Robinia pseudoacacia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47828","13.01042","unbekannt","10-15"
"17_LRD7MMN","LRD7MMN","Acer platanoides","11","22","17","35","11","22","18","37","11","22",NULL,NULL,"12","25",NULL,NULL,"52.41296","13.00125","2-4","10-15"
"244_60","60","Acer pseudoplatanus","32","43","52","70","32","43","55","74","32","43",NULL,NULL,"38","50",NULL,NULL,"52.36091","13.09219","8-10","15-20"
"17_82--13841","82--13841","Acer platanoides",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.41373","12.9995","4-6","5-10"
"140_346","346","Acer platanoides",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47838","13.0107","unbekannt","15-20"
"241_KAWAEDN","KAWAEDN","Picea abies","28","38","59","79","29","39","47","63",NULL,NULL,"28","38","47","63","38","50","52.46178","12.96421","6-8","10-15"
"127_112","112","Salix alba",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.45964","12.95991","unbekannt","15-20"
"308_357","357","Aesculus hippocastanum","28","37","94","126","28","37","67","90","28","37","55","74","47","63",NULL,NULL,"52.3843","13.13902","6-8","15-20"
"992_323","323","Quercus robur","25","38",NULL,NULL,"29","43","48","72","29","43","48","72","25","38","32","47","52.38529","13.1383","6-8","20-25"
"827_2236_Flur010/260","2236_Flur010/260","Quercus robur","12","25",NULL,NULL,"14","29","24","48","14","29","24","48","12","25","16","32","52.37347","13.10243","4-6","5-10"
"221_ACHK4AV","ACHK4AV","Quercus robur","25","38",NULL,NULL,"29","43","48","72","29","43","48","72","25","38","32","47","52.36177","13.00707","2-4","10-15"
"140_169","169","Quercus robur",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47793","13.01002","unbekannt","15-20"
"127_109","109","Salix alba",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.45972","12.9598","unbekannt","15-20"
"224_AL6A3AA","AL6A3AA","Acer platanoides","32","43","52","70","32","43","55","74","32","43",NULL,NULL,"38","50",NULL,NULL,"52.45642","13.11067","2-4","15-20"
"244_245","245","Pinus sylvestris","50","63","55","68","50","63","90","112",NULL,NULL,"66","83","63","78","79","98","52.362","13.09174","6-8","15-20"
"391_2003","2003","Quercus robur","12","25",NULL,NULL,"14","29","24","48","14","29","24","48","12","25","16","32","52.36797","13.09475","4-6","10-15"
"230_3","3","Betula pendula",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.43281","13.10073","8-10","15-20"
"215_30","30","Prunus avium","26","39",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"26","39","32","47",NULL,NULL,"52.4225","13.00383","6-8","5-10"
"185_EA1AANA","EA1AANA","Malus domestica","13","26",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"13","26","16","32",NULL,NULL,"52.4211","13.03542","2-4","2-5"
"232_22","22","Populus nigra","50","55","78","86",NULL,NULL,"157","173",NULL,NULL,"143","157","50","55","55","61","52.37551","13.10179","8-10","20-25"
"98_28","28","Acer platanoides","22","32","35","52","22","32","37","55","22","32",NULL,NULL,"25","38",NULL,NULL,"52.38528","13.05963","8-10","15-20"
"140_382","382","Robinia pseudoacacia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47838","13.01095","unbekannt","15-20"
"319_23754","23754","Ulmus spec.","18","37",NULL,NULL,NULL,NULL,"18","37",NULL,NULL,"19","39",NULL,NULL,NULL,NULL,"52.38373","13.02203","2-4","5-10"
"292_126","126","Carpinus betulus","12","25",NULL,NULL,"12","25",NULL,NULL,"12","25","17","35","12","25",NULL,NULL,"52.37923","13.0981","4-6","5-10"
"24_164","164","Robinia pseudoacacia","21","31",NULL,NULL,"21","31","32","47","21","31","29","43",NULL,NULL,NULL,NULL,"52.47101","13.00546","6-8","15-20"
"24_105","105","Acer platanoides","32","43","52","70","32","43","55","74","32","43",NULL,NULL,"38","50",NULL,NULL,"52.47186","13.00455","8-10","5-10"
"24_203","203","Acer platanoides","22","32","35","52","22","32","37","55","22","32",NULL,NULL,"25","38",NULL,NULL,"52.47119","13.00623","6-8","10-15"
"315_133","133","Quercus robur","50","63",NULL,NULL,"57","71","97","121","57","71","97","121","50","63","63","78","52.36286","13.08976","8-10","20-25"
"140_579","579","Robinia pseudoacacia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47873","13.01185","unbekannt","15-20"
"135_12703","12703","Picea pungens 'Glauca'","60","75","70","87","60","75",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.44913","12.96169","6-8","10-15"
"244_87","87","Betula pendula","24","36","39","59","24","36",NULL,NULL,"24","36","24","36","25","38",NULL,NULL,"52.36075","13.09191","4-6","20-25"
"244_175","175","Betula pendula","12","24","19","39","12","24",NULL,NULL,"12","24","12","24","12","25",NULL,NULL,"52.36086","13.09129","4-6","10-15"
"839_3014","3014","Acer platanoides","11","22","17","35","11","22","18","37","11","22",NULL,NULL,"12","25",NULL,NULL,"52.37047","13.0998","4-6","10-15"
"316_2","2","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.46058","12.9988","4-6","15-20"
"224_43GSSUL","43GSSUL","Betula pendula","24","36","39","59","24","36",NULL,NULL,"24","36","24","36","25","38",NULL,NULL,"52.4566","13.11068","2-4","15-20"
"841_17686","17686","Robinia pseudoacacia","94","105",NULL,NULL,"94","105","142","157","94","105","129","143",NULL,NULL,NULL,NULL,"52.37916","13.10444","8-10","10-15"
"185_EGG8A83","EGG8A83","Malus domestica","13","26",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"13","26","16","32",NULL,NULL,"52.42065","13.03379","2-4","2-5"
"228_LCMAE1L","LCMAE1L","Larix decidua","10","20",NULL,NULL,"10","20","16","32",NULL,NULL,"16","32","12","25",NULL,NULL,"52.42271","13.0364","2-4","5-10"
"98_139","139","Acer platanoides","32","43","52","70","32","43","55","74","32","43",NULL,NULL,"38","50",NULL,NULL,"52.3858","13.05975","10-12","20-25"
"308_330","330","Acer platanoides","32","43","52","70","32","43","55","74","32","43",NULL,NULL,"38","50",NULL,NULL,"52.38481","13.13865","8-10","15-20"
"992_164","164","Quercus robur","50","63",NULL,NULL,"57","71","97","121","57","71","97","121","50","63","63","78","52.38527","13.13791","6-8","20-25"
"235_10","10","Robinia pseudoacacia","42","52",NULL,NULL,"42","52","63","78","42","52","57","71",NULL,NULL,NULL,NULL,"52.37759","13.09811","8-10","10-15"
"36_77","77","Robinia pseudoacacia","52","63",NULL,NULL,"52","63","78","94","52","63","71","85",NULL,NULL,NULL,NULL,"52.37494","13.05548","8-10","20-25"
"36_129","129","Acer platanoides","11","22","17","35","11","22","18","37","11","22",NULL,NULL,"12","25",NULL,NULL,"52.37496","13.05476","4-6","10-15"
"140_788","788","Quercus robur",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47899","13.01287","unbekannt","20-25"
"185_199--6906","199--6906","Quercus robur","25","38",NULL,NULL,"29","43","48","72","29","43","48","72","25","38","32","47","52.42035","13.03649","4-6","5-10"
"140_303","303","Quercus robur",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47834","13.01047","unbekannt","20-25"
"977_136","136","Acer pseudoplatanus","32","43","52","70","32","43","55","74","32","43",NULL,NULL,"38","50",NULL,NULL,"52.37567","13.10077","8-10","10-15"
"62_13","13","Quercus robur","50","63",NULL,NULL,"57","71","97","121","57","71","97","121","50","63","63","78","52.36897","13.10207","10-12","15-20"
"391_1789","1789","Pinus sylvestris","38","50","41","55","38","50","67","90",NULL,NULL,"49","66","47","63","59","79","52.36813","13.09499","6-8","20-25"
"17_103","103","Acer pseudoplatanus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.41384","12.99991","4-6","5-10"
"17_104","104","Acer pseudoplatanus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.41386","12.99991","4-6","5-10"
"246_374","374","Pinus sylvestris","12","25","13","27","12","25","22","45",NULL,NULL,"16","33","16","32","19","39","52.45965","12.99908","4-6","5-10"
"246_377","377","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.46048","12.99905","4-6","10-15"
"5_AMBMDAA","AMBMDAA","Pseudotsuga menziesii","20","25","79","98","33","41",NULL,NULL,NULL,NULL,"26","32","20","25",NULL,NULL,"52.39834","12.99232","8-10","20-25"
"292_230","230","Tilia cordata","12","24","12","24","15","30","24","48","15","30","22","45","12","25",NULL,NULL,"52.37823","13.0969","2-4","5-10"
"292_67","67","Populus nigra","30","35","47","55",NULL,NULL,"94","110",NULL,NULL,"85","100","30","35","33","39","52.37946","13.09567","6-8","15-20"
"249_24","24","Quercus robur","38","50",NULL,NULL,"43","57","72","97","43","57","72","97","38","50","47","63","52.37675","13.14054","8-10","20-25"
"36_141","141","Robinia pseudoacacia","42","52",NULL,NULL,"42","52","63","78","42","52","57","71",NULL,NULL,NULL,NULL,"52.37499","13.0547","8-10","15-20"
"224_3AA1CDS","3AA1CDS","Acer platanoides","43","54","70","87","43","54","74","92","43","54",NULL,NULL,"50","63",NULL,NULL,"52.45605","13.11013","4-6","15-20"
"186_217","217","Pinus sylvestris","38","50","41","55","38","50","67","90",NULL,NULL,"49","66","47","63","59","79","52.36553","13.08965","6-8","15-20"
"36_125","125","Robinia pseudoacacia","42","52",NULL,NULL,"42","52","63","78","42","52","57","71",NULL,NULL,NULL,NULL,"52.37495","13.05481","8-10","20-25"
"258_3","3","Acer platanoides","32","43","52","70","32","43","55","74","32","43",NULL,NULL,"38","50",NULL,NULL,"52.36629","13.09516","8-10","10-15"
"310_436","436","Pinus sylvestris","12","25","13","27","12","25","22","45",NULL,NULL,"16","33","16","32","19","39","52.36334","13.09809","2-4","10-15"
"135_18462","18462","Pseudotsuga menziesii",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.44895","12.9634","4-6","10-15"
"140_450","450","Robinia pseudoacacia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47857","13.01096","unbekannt","10-15"
"292_61","61","Acer platanoides","11","22","17","35","11","22","18","37","11","22",NULL,NULL,"12","25",NULL,NULL,"52.37825","13.09637","2-4","5-10"
"810_0442","0442","Pinus sylvestris","50","63","55","68","50","63","90","112",NULL,NULL,"66","83","63","78","79","98","52.42345","13.03685","4-6","10-15"
"273_129","129","Sorbus aucuparia","29","43",NULL,NULL,"29","43",NULL,NULL,"29","43","35","52","32","47",NULL,NULL,"52.40075","13.07272","2-4","5-10"
"86_84","84","Prunus avium",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.38535","13.13989","unbekannt","10-15"
"292_228","228","Populus nigra 'Italica'","55","60","86","94",NULL,NULL,"173","188",NULL,NULL,"157","171","55","60","61","66","52.37783","13.09704","6-8","20-25"
"5_9LLAAAQ","9LLAAAQ","Robinia pseudoacacia","21","31",NULL,NULL,"21","31","32","47","21","31","29","43",NULL,NULL,NULL,NULL,"52.39877","12.9932","2-4","10-15"
"86_8","8","Acer platanoides",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.38529","13.14025","unbekannt","10-15"
"422_262","262","Juglans regia","15","30",NULL,NULL,"21","42","16","32","21","42","15","30",NULL,NULL,NULL,NULL,"52.37052","13.1071","4-6","2-5"
"249_122","122","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.37712","13.13921","6-8","20-25"
"36_90","90","Robinia pseudoacacia","31","42",NULL,NULL,"31","42","47","63","31","42","43","57",NULL,NULL,NULL,NULL,"52.37494","13.05542","8-10","20-25"
"140_318","318","Robinia pseudoacacia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47831","13.01048","unbekannt","15-20"
"292_116","116","Quercus robur","25","38",NULL,NULL,"29","43","48","72","29","43","48","72","25","38","32","47","52.37944","13.09816","4-6","5-10"
"186_49","49","Betula pendula","12","24","19","39","12","24",NULL,NULL,"12","24","12","24","12","25",NULL,NULL,"52.36475","13.08958","4-6","5-10"
"310_452","452","Quercus robur","12","25",NULL,NULL,"14","29","24","48","14","29","24","48","12","25","16","32","52.36336","13.098","unbekannt","5-10"
"308_132","132","Quercus robur","38","50",NULL,NULL,"43","57","72","97","43","57","72","97","38","50","47","63","52.38494","13.13875","6-8","20-25"
"258_17","17","Betula pendula","97","109","157","177","97","109",NULL,NULL,"97","109","97","109","100","113",NULL,NULL,"52.36637","13.09551","6-8","15-20"
"379_23889","23889","Acer pseudoplatanus","11","22","17","35","11","22","18","37","11","22",NULL,NULL,"12","25",NULL,NULL,"52.40703","13.07108","2-4","10-15"
"816_35_flur1_502","35_flur1_502","Quercus robur","75","88",NULL,NULL,"85","100","145","169","85","100","145","169","75","88","94","110","52.41972","13.05716","10-12","15-20"
"268_95","95","Acer platanoides","11","22","17","35","11","22","18","37","11","22",NULL,NULL,"12","25",NULL,NULL,"52.42623","13.057","<2","2-5"
"5_A2VAPAR","A2VAPAR","Pinus sylvestris",NULL,"12",NULL,"13",NULL,"12",NULL,"22",NULL,NULL,NULL,"16",NULL,"16",NULL,"19","52.39825","12.99214","2-4","5-10"
"827_23361_Flur010/260","23361_Flur010/260","Robinia pseudoacacia","52","63",NULL,NULL,"52","63","78","94","52","63","71","85",NULL,NULL,NULL,NULL,"52.37427","13.09528","<2","10-15"
"98_102","102","Acer pseudoplatanus","22","32","35","52","22","32","37","55","22","32",NULL,NULL,"25","38",NULL,NULL,"52.38574","13.05942","4-6","20-25"
"127_688","688","Pinus nigra",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.45394","12.96202","unbekannt","20-25"
"992_278","278","Quercus robur","25","38",NULL,NULL,"29","43","48","72","29","43","48","72","25","38","32","47","52.3852","13.13858","6-8","20-25"
"36_98","98","Robinia pseudoacacia","31","42",NULL,NULL,"31","42","47","63","31","42","43","57",NULL,NULL,NULL,NULL,"52.3749","13.05534","8-10","20-25"
"80_37","37","Populus nigra","25","30","39","47",NULL,NULL,"78","94",NULL,NULL,"71","85","25","30","28","33","52.3734","13.09392","<2","5-10"
"316_42","42","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.45974","12.99869","4-6","15-20"
"186_52","52","Pinus sylvestris","25","38","27","41","25","38","45","67",NULL,NULL,"33","49","32","47","39","59","52.3645","13.0888","4-6","10-15"
"433_NURYL7H","NURYL7H","Betula pendula","12","24","19","39","12","24",NULL,NULL,"12","24","12","24","12","25",NULL,NULL,"52.47204","13.00925","<2","5-10"
"258_21","21","Quercus robur","100","113",NULL,NULL,"114","129","193","218","114","129","193","218","100","113","126","142","52.36635","13.09591","10-12","15-20"
"98_45","45","Acer platanoides","11","22","17","35","11","22","18","37","11","22",NULL,NULL,"12","25",NULL,NULL,"52.3852","13.05922","6-8","15-20"
"402_GARD51A","GARD51A","Quercus robur","50","63",NULL,NULL,"57","71","97","121","57","71","97","121","50","63","63","78","52.44124","13.04384","8-10","15-20"
"781_50_flur17_72","50_flur17_72","Juglans regia","75","90",NULL,NULL,"105","125","78","94","105","125","75","90",NULL,NULL,NULL,NULL,"52.38485","13.04364","6-8","10-15"
"140_639","639","Robinia pseudoacacia",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.47881","13.0123","unbekannt","15-20"
"86_48","48","Betula pendula",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"52.38531","13.14016","unbekannt","20-25"
"24_16","16","Robinia pseudoacacia","63","73",NULL,NULL,"63","73","94","110","63","73","85","100",NULL,NULL,NULL,NULL,"52.47198","13.00465","12-14","15-20"
"5_ANKAC4C","ANKAC4C","Robinia pseudoacacia","10","21",NULL,NULL,"10","21","16","32","10","21","14","29",NULL,NULL,NULL,NULL,"52.39928","12.99471","<2","5-10"
"292_49","49","Acer platanoides","22","32","35","52","22","32","37","55","22","32",NULL,NULL,"25","38",NULL,NULL,"52.37844","13.0967","6-8","5-10"
"292_50","50","Acer platanoides","22","32","35","52","22","32","37","55","22","32",NULL,NULL,"25","38",NULL,NULL,"52.37838","13.0967","6-8","10-15"
"140_V3KRAUL","V3KRAUL","Quercus robur","25","38",NULL,NULL,"29","43","48","72","29","43","48","72","25","38","32","47","52.37821","13.1393","4-6","10-15"
"395_249","249","Betula pendula","48","60","79","98","48","60",NULL,NULL,"48","60","48","60","50","63",NULL,NULL,"52.37161","13.09918","4-6","10-15"
"213_29876","29876","Pseudotsuga menziesii","20","25","79","98","33","41",NULL,NULL,NULL,NULL,"26","32","20","25",NULL,NULL,"52.43688","13.05448","4-6","20-25"
"185_X6ARRQN","X6ARRQN","Malus domestica","13","26",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"13","26","16","32",NULL,NULL,"52.42019","13.03259","4-6","5-10"
